# OGLE ID        MOA ID	  RA (J2000)	  Dec(J2000)	 Tmax[HJD]    Tmax[UTC]   Talert[HJD]     Talert[UTC]  DeltaT[d]    tE[d]    Umin    Amax   Ibase[mag]   I0[mag]   
None  MOA-2010-BLG-0584  18:00:11.945  -27:47:34.037  2455472.1434  None  None  None  None  12.3007  0.7798  1.558  None  15.8620
None  MOA-2010-BLG-0585  17:53:26.497  -29:19:34.057  2455467.0166  None  None  None  None  227.7543  0.0083  121.0439  None  22.0222
None  MOA-2010-BLG-0586  18:11:52.912  -29:08:40.186  2455468.3367  None  None  None  None  26.4525  0.0683  14.6582  None  19.4245
None  MOA-2010-BLG-0587  18:05:48.495  -27:13:26.270  2455469.4522  None  None  None  None  44.4835  0.0499  20.0495  None  19.2206
None  MOA-2011-BLG-0002  17:54:06.362  -31:59:57.221  2455610.028325  None  None  None  None  27.656120  0.093389  10.7429  19.6399  17.06209
None  MOA-2011-BLG-0009  18:02:52.122  -29:51:31.064  2455608.722784  None  None  None  None  18.547545  0.431844  2.4745  18.6124  17.62866
None  MOA-2011-BLG-0011  17:51:12.993  -34:31:23.034  2455620.107293  None  None  None  None  71.176128  0.069135  14.4904  17.7153  14.81258
None  MOA-2011-BLG-0016  17:59:06.441  -26:46:44.764  2455621.734506  None  None  None  None  17.663426  1.731755  1.0911  16.6206  16.52592
None  MOA-2011-BLG-0018  18:15:35.772  -22:38:30.422  2455634.552185  None  None  None  None  44.578710  0.265014  3.872  17.0663  15.59648
None  MOA-2011-BLG-0020  18:07:12.748  -29:47:12.941  2455640.519942  None  None  None  None  48.768622  0.085445  11.7355  19.4716  16.79783
None  MOA-2011-BLG-0023  17:55:23.612  -29:44:21.260  2455629.961103  None  None  None  None  7.830595  0.008603  116.2417  23.486  18.32264
None  MOA-2011-BLG-0030  18:04:05.243  -28:10:00.404  2455633.106252  None  None  None  None  0.842819  0.068610  14.6009  23.4961  20.58518
None  MOA-2011-BLG-0031  18:07:04.842  -27:10:00.818  2455648.998114  None  None  None  None  55.989395  0.386348  2.731  19.0554  17.96455
None  MOA-2011-BLG-0034  18:10:12.232  -27:32:02.389  2455639.869152  None  None  None  None  94.943518  0.011141  89.7627  22.3621  17.47940
None  MOA-2011-BLG-0035  18:11:57.802  -25:39:53.111  2455633.092999  None  None  None  None  341.012410  0.005748  173.9757  27.1617  21.56043
None  MOA-2011-BLG-0036  18:13:45.436  -26:28:58.109  2455652.026059  None  None  None  None  91.451570  0.018984  52.6831  22.3334  18.02919
None  MOA-2011-BLG-0038  17:54:35.884  -33:34:11.626  2455609.437076  None  None  None  None  28.714493  4.880575  1.003  16.6611  16.65782
None  MOA-2011-BLG-0043  17:57:40.860  -32:10:47.230  2455635.858835  None  None  None  None  44.834497  0.608962  1.8622  16.4658  15.79070
None  MOA-2011-BLG-0044  17:59:11.885  -33:03:54.137  2455639.338432  None  None  None  None  380.920750  0.074311  13.4848  20.5418  17.71717
None  MOA-2011-BLG-0045  17:57:53.243  -31:42:21.913  2455642.659904  None  None  None  None  100.849825  0.103467  9.7037  19.6915  17.22411
None  MOA-2011-BLG-0050  17:51:28.326  -30:46:45.833  2455637.91949  None  None  None  None  4996.850887  0.000040  25000.0  30.978  19.98316
None  MOA-2011-BLG-0051  18:06:59.124  -26:41:12.973  2455636.960739  None  None  None  None  26.648632  0.299213  3.4533  16.6081  15.26256
None  MOA-2011-BLG-0052  18:06:50.570  -27:37:12.238  2455649.116751  None  None  None  None  14.105911  0.244793  4.1763  19.253  17.70105
None  MOA-2011-BLG-0055  17:50:22.847  -34:27:06.710  2455656.663772  None  None  None  None  51.375266  0.046556  21.497  25.2198  21.88886
None  MOA-2011-BLG-0056  17:57:41.259  -27:09:29.578  2455654.201867  None  None  None  None  39.622237  0.019488  51.3209  25.6851  21.40937
None  MOA-2011-BLG-0057  18:03:28.150  -30:05:54.114  2455636.765062  None  None  None  None  42.130206  0.224142  4.5451  18.8856  17.24178
None  MOA-2011-BLG-0058  18:09:00.359  -29:14:12.660  2455646.917385  None  None  None  None  13.576079  0.013312  75.1252  25.8452  21.15570
None  MOA-2011-BLG-0059  18:05:45.688  -27:26:45.564  2455863.277747  None  None  None  None  698.670960  0.000001  1000000.0  30.341  15.34103
None  MOA-2011-BLG-0060  18:05:29.527  -28:06:35.654  2455652.931326  None  None  None  None  13.467422  1.305869  1.1879  17.056  16.86908
None  MOA-2011-BLG-0061  18:09:00.264  -29:14:13.070  2455646.90921  None  None  None  None  17.509508  0.013969  71.5923  25.3745  20.73731
None  MOA-2011-BLG-0062  18:11:56.893  -26:09:32.540  2455642.070678  None  None  None  None  4.387615  0.213492  4.7637  18.8741  17.17919
None  MOA-2011-BLG-0063  18:20:38.970  -24:23:19.608  2455653.427696  None  None  None  None  54.343231  0.332100  3.1343  18.9522  17.71184
None  MOA-2011-BLG-0067  17:58:57.406  -27:16:47.428  2455650.279492  None  None  None  None  11.084816  0.017485  57.1984  19.9045  15.51107
None  MOA-2011-BLG-0069  18:12:07.764  -29:44:09.557  2455649.931883  None  None  None  None  0.486737  4.225470  1.0051  21.8277  21.82217
None  MOA-2011-BLG-0070  18:12:25.566  -27:58:02.676  2455649.389786  None  None  None  None  20.417229  0.028835  34.6909  21.1055  17.25492
None  MOA-2011-BLG-0073  18:13:18.152  -27:03:33.034  2455652.424636  None  None  None  None  19.881525  0.464653  2.3226  19.458  18.54308
None  MOA-2011-BLG-0074  18:18:19.301  -25:54:15.559  2455664.547084  None  None  None  None  37.593274  0.919322  1.406  17.2498  16.87987
None  MOA-2011-BLG-0075  17:52:20.109  -34:01:48.353  2455684.614991  None  None  None  None  56.776422  0.232315  4.3911  19.3422  17.73579
None  MOA-2011-BLG-0076  17:54:49.042  -34:21:08.788  2455650.001752  None  None  None  None  1.829522  0.049039  20.4103  19.5786  16.30399
None  MOA-2011-BLG-0077  17:53:38.993  -30:45:28.480  2455655.764647  None  None  None  None  10.036927  0.993284  1.3465  17.1313  16.80827
None  MOA-2011-BLG-0080  17:53:03.964  -29:43:45.894  2455641.484317  None  None  None  None  3.917187  5.000000  1.0028  18.3944  18.39143
None  MOA-2011-BLG-0083  17:58:50.632  -31:02:30.754  2455654.262142  None  None  None  None  25.394854  0.060865  16.4526  20.3409  17.30035
None  MOA-2011-BLG-0085  18:03:57.223  -29:09:12.258  2455652.121914  None  None  None  None  6.960936  0.039007  25.651  24.9491  21.42638
None  MOA-2011-BLG-0086  18:09:12.236  -26:19:05.441  2455658.072593  None  None  None  None  86.546182  0.014914  67.0567  20.88  16.31386
None  MOA-2011-BLG-0089  17:53:39.019  -28:36:57.974  2455323.376613  None  None  None  None  5000.000000  0.034921  28.6492  20.6192  16.97643
None  MOA-2011-BLG-0090  18:10:29.850  -26:38:43.030  2455663.893206  None  None  None  None  153.486035  0.195232  5.195  22.0985  20.30948
None  MOA-2011-BLG-0092  17:53:36.359  -29:31:13.505  2455800.318584  None  None  None  None  8.443417  0.564144  1.9775  18.3134  17.57307
None  MOA-2011-BLG-0093  17:46:17.826  -34:20:24.763  2455678.510528  None  None  None  None  15.680234  0.000004  250000.0  30.1917  16.69684
None  MOA-2011-BLG-0094  17:45:08.076  -35:05:37.889  2455663.330449  None  None  None  None  231.823491  0.016038  62.3579  20.5276  16.04040
None  MOA-2011-BLG-0096  18:05:17.658  -32:57:02.102  2455660.92453  None  None  None  None  1.090548  5.000000  1.0028  19.4183  19.41528
None  MOA-2011-BLG-0097  18:08:52.494  -25:50:16.224  2455667.451178  None  None  None  None  4999.999998  0.000001  1000000.0  32.7742  17.77418
None  MOA-2011-BLG-0098  18:14:42.906  -29:22:37.592  2455659.381779  None  None  None  None  1.101943  4.999998  1.0028  21.7985  21.79554
None  MOA-2011-BLG-0099  18:14:01.090  -27:24:00.270  2455664.266252  None  None  None  None  21.203727  0.096965  10.3493  20.089  17.55167
None  MOA-2011-BLG-0100  18:11:23.907  -26:14:05.870  2455660.777336  None  None  None  None  20.518205  0.190334  5.325  20.6787  18.86285
None  MOA-2011-BLG-0101  17:52:41.515  -32:57:09.936  2455660.506253  None  None  None  None  2.641786  0.000001  1000000.0  35.6797  20.67968
None  MOA-2011-BLG-0106  18:06:33.108  -31:45:42.340  2455664.622759  None  None  None  None  46.989389  0.127627  7.8831  23.8693  21.62751
None  MOA-2011-BLG-0108  18:07:23.893  -25:43:47.906  2455215.196811  None  None  None  None  4999.997314  0.119559  8.4088  20.6876  18.37580
None  MOA-2011-BLG-0111  17:44:29.020  -33:52:11.428  2455678.17654  None  None  None  None  10.517532  0.462896  2.3302  18.3223  17.40379
None  MOA-2011-BLG-0112  18:02:40.351  -27:54:56.542  2455684.332659  None  None  None  None  5000.000000  0.000583  1715.2661  22.3531  14.26729
None  MOA-2011-BLG-0116  18:11:29.085  -28:00:22.946  2455678.610235  None  None  None  None  4999.999639  0.000056  17857.1429  27.1696  16.54003
None  MOA-2011-BLG-0117  18:00:31.083  -29:48:41.076  2455687.66407  None  None  None  None  28.458352  0.140651  7.1624  20.1627  18.02507
None  MOA-2011-BLG-0119  18:09:34.806  -27:47:00.172  2455685.711143  None  None  None  None  11.513754  1.929617  1.0673  17.9449  17.87423
None  MOA-2011-BLG-0120  17:53:28.475  -32:43:49.285  2455678.72364  None  None  None  None  37.411440  0.138110  7.2923  19.7187  17.56156
None  MOA-2011-BLG-0121  17:51:29.889  -31:18:26.014  2455687.51453  None  None  None  None  2.025343  4.986366  1.0028  21.5298  21.52681
None  MOA-2011-BLG-0122  17:57:17.289  -31:29:14.129  2455690.127788  None  None  None  None  51.327690  0.513886  2.1336  16.4401  15.61735
None  MOA-2011-BLG-0123  17:58:20.691  -31:36:16.870  2455686.786638  None  None  None  None  20.240367  0.136389  7.383  17.8861  15.71552
None  MOA-2011-BLG-0128  18:00:50.922  -27:46:32.221  2455679.973677  None  None  None  None  35.336371  0.021534  46.4463  19.4609  15.29348
None  MOA-2011-BLG-0131  18:02:11.637  -28:17:54.654  2455681.676441  None  None  None  None  13.858462  0.458303  2.3502  22.2385  21.31069
None  MOA-2011-BLG-0134  18:07:30.574  -27:44:22.344  2455683.016664  None  None  None  None  11.989191  0.106202  9.4558  24.1225  21.68326
None  MOA-2011-BLG-0135  18:05:52.145  -26:06:54.392  2455694.521188  None  None  None  None  25.097354  0.806382  1.5241  18.3069  17.84937
None  MOA-2011-BLG-0136  17:54:55.093  -28:36:06.044  2455685.489469  None  None  None  None  30.431193  0.157489  6.4086  18.6994  16.68254
None  MOA-2011-BLG-0137  17:44:32.919  -34:01:18.368  2455685.091842  None  None  None  None  12.616724  0.021151  47.287  24.7208  20.53391
None  MOA-2011-BLG-0138  17:58:52.035  -28:56:44.624  2455686.263825  None  None  None  None  0.273331  0.205613  4.9403  22.2094  20.47501
None  MOA-2011-BLG-0139  18:10:22.337  -27:32:56.364  2455690.030188  None  None  None  None  13.101858  0.004556  219.4925  23.6665  17.81293
None  MOA-2011-BLG-0142  18:12:28.274  -26:01:36.890  2455692.344704  None  None  None  None  30.308437  0.096473  10.4017  21.8175  19.27475
None  MOA-2011-BLG-0145  18:14:47.861  -28:57:08.881  2455689.500317  None  None  None  None  12.981123  0.350643  2.9817  20.4779  19.29172
None  MOA-2011-BLG-0146  18:02:58.957  -28:46:42.218  2455688.975375  None  None  None  None  12.385071  0.079528  12.604  23.5827  20.83140
None  MOA-2011-BLG-0148  18:14:33.919  -26:13:37.769  2455699.892889  None  None  None  None  27.123406  0.119917  8.384  20.4451  18.13652
None  MOA-2011-BLG-0149  17:56:47.693  -31:16:04.706  2455699.599209  None  None  None  None  143.544378  0.004197  238.267  24.1807  18.23804
None  MOA-2011-BLG-0150  17:49:04.526  -34:08:13.214  2455700.971275  None  None  None  None  0.889573  5.000000  1.0028  15.9122  15.90921
None  MOA-2011-BLG-0152  18:02:29.350  -32:49:15.496  2455697.977261  None  None  None  None  14.217062  0.278592  3.6931  18.9591  17.54064
None  MOA-2011-BLG-0155  17:56:19.497  -31:08:18.352  2455707.039826  None  None  None  None  20.073706  0.196328  5.1668  22.571  20.78791
None  MOA-2011-BLG-0156  17:58:30.479  -28:55:32.779  2455702.478935  None  None  None  None  0.496010  4.999989  1.0028  21.3345  21.33153
None  MOA-2011-BLG-0157  17:45:23.589  -34:01:46.423  2542470.288242  None  None  None  None  4001.604764  4.585716  1.0038  18.9311  18.9270
None  MOA-2011-BLG-0158  18:00:04.683  -29:39:43.373  2455724.605208  None  None  None  None  43.215953  0.083027  12.0754  19.6776  16.97280
None  MOA-2011-BLG-0162  18:09:31.470  -26:18:25.394  2455705.070965  None  None  None  None  0.089023  4.996637  1.0028  15.906  15.90304
None  MOA-2011-BLG-0163  17:59:26.067  -32:58:21.234  2455708.291712  None  None  None  None  44.646929  0.016474  60.7079  20.4223  15.96415
None  MOA-2011-BLG-0164  17:56:42.190  -30:52:15.892  2455706.290547  None  None  None  None  581.257474  0.000110  9090.9091  32.0389  22.14239
None  MOA-2011-BLG-0165  18:15:29.257  -21:34:38.784  2544709.117172  None  None  None  None  4760.249614  4.671308  1.0035  17.8911  17.8873
None  MOA-2011-BLG-0169  17:52:53.406  -29:50:30.142  2455709.778725  None  None  None  None  4999.997877  0.000018  55555.5556  29.2497  17.38790
None  MOA-2011-BLG-0170  17:54:05.674  -31:55:20.503  2455720.037963  None  None  None  None  74.447391  0.107892  9.3089  20.0523  17.63003
None  MOA-2011-BLG-0174  17:57:20.623  -30:22:47.568  2455716.129314  None  None  None  None  4999.999853  0.000077  12987.013  31.3223  21.03849
None  MOA-2011-BLG-0177  18:06:13.708  -28:10:54.826  2455712.104605  None  None  None  None  4995.020200  0.000006  166666.6667  33.3876  20.33297
None  MOA-2011-BLG-0180  18:00:43.924  -27:16:41.754  2455728.798095  None  None  None  None  9.067844  4.889836  1.003  20.8509  20.84762
None  MOA-2011-BLG-0181  18:08:48.143  -29:51:18.482  2455712.37826  None  None  None  None  0.731075  4.999998  1.0028  16.9783  16.97528
None  MOA-2011-BLG-0182  18:18:51.525  -26:07:31.148  2450627.657132  None  None  None  None  5000.000000  0.000001  1000000.0  31.359  16.35900
None  MOA-2011-BLG-0183  17:56:13.105  -35:19:49.429  2455712.630953  None  None  None  None  0.208655  5.000000  1.0028  17.8265  17.82349
None  MOA-2011-BLG-0184  18:15:57.962  -22:05:53.963  2455712.653479  None  None  None  None  4999.999987  0.000247  4048.5831  25.3827  16.36446
None  MOA-2011-BLG-0185  18:15:18.792  -21:53:44.891  2455706.293875  None  None  None  None  30.277249  0.583621  1.925  17.9287  17.21761
None  MOA-2011-BLG-0186  18:02:19.543  -28:54:41.702  2455733.33701  None  None  None  None  76.663101  0.667022  1.7386  16.169  15.56851
None  MOA-2011-BLG-0187  17:54:05.601  -32:28:10.301  2454649.540668  None  None  None  None  5000.000000  0.504323  2.1672  17.6007  16.76095
None  MOA-2011-BLG-0188  17:46:18.421  -34:57:09.529  2455713.23949  None  None  None  None  1.244826  4.999990  1.0028  20.5134  20.51040
None  MOA-2011-BLG-0196  17:52:06.671  -30:41:55.493  2455714.279069  None  None  None  None  3.116735  0.031812  31.4466  24.8939  21.15000
None  MOA-2011-BLG-0202  18:15:23.884  -24:17:09.035  2455713.414715  None  None  None  None  0.172802  4.999997  1.0028  17.9758  17.97286
None  MOA-2011-BLG-0203  18:19:01.484  -22:03:45.821  2455713.324727  None  None  None  None  26.774900  0.269702  3.8082  19.349  17.89721
None  MOA-2011-BLG-0205  17:54:37.352  -29:50:13.754  2455709.42932  None  None  None  None  9.348975  2.083188  1.0538  17.9245  17.86760
None  MOA-2011-BLG-0206  18:00:46.136  -31:38:41.658  2455706.475411  None  None  None  None  4999.999928  0.000212  4716.9812  31.2631  22.07891
None  MOA-2011-BLG-0209  18:05:08.071  -25:28:54.703  2455717.025528  None  None  None  None  0.710436  5.000000  1.0028  21.4131  21.41016
None  MOA-2011-BLG-0210  18:02:29.006  -29:15:50.173  2455718.375297  None  None  None  None  0.632101  4.999609  1.0028  21.5572  21.55421
None  MOA-2011-BLG-0212  18:04:53.537  -29:46:57.151  2455720.976418  None  None  None  None  41.606371  0.053244  18.8014  22.0495  18.86406
None  MOA-2011-BLG-0213  17:52:38.437  -35:08:48.966  2454302.110909  None  None  None  None  123.322193  5.000000  1.0028  17.2903  17.28729
None  MOA-2011-BLG-0214  18:06:14.653  -27:36:38.178  2455736.325098  None  None  None  None  16.933319  0.266756  3.848  16.6201  15.15698
None  MOA-2011-BLG-0215  18:03:10.234  -31:11:21.390  2455726.453323  None  None  None  None  26.174835  1.465186  1.1415  15.8476  15.70384
None  MOA-2011-BLG-0218  18:20:29.764  -24:35:02.850  2455742.690683  None  None  None  None  190.031319  0.070442  14.2225  19.5383  16.65582
None  MOA-2011-BLG-0221  17:55:36.365  -32:59:36.355  2455725.712968  None  None  None  None  12.720921  0.041056  24.3724  25.1901  21.72281
None  MOA-2011-BLG-0226  18:08:55.378  -25:57:28.307  2455754.171077  None  None  None  None  68.208299  0.391820  2.6968  15.4475  14.37032
None  MOA-2011-BLG-0228  17:48:05.681  -34:45:08.701  2455731.140881  None  None  None  None  19.987224  0.012516  79.9024  21.6941  16.93773
None  MOA-2011-BLG-0229  17:54:08.813  -31:58:08.987  2455732.278694  None  None  None  None  0.380010  5.000000  1.0028  16.9088  16.90582
None  MOA-2011-BLG-0230  17:58:06.203  -33:33:56.678  2455732.907451  None  None  None  None  5000.000000  0.001564  639.3868  21.548  14.53364
None  MOA-2011-BLG-0231  17:54:51.757  -31:01:46.672  2455733.132079  None  None  None  None  30.190131  0.026315  38.011  19.8625  15.91274
None  MOA-2011-BLG-0238  17:54:38.708  -32:07:20.528  2455787.040113  None  None  None  None  84.203647  0.236734  4.3124  19.1262  17.53938
None  MOA-2011-BLG-0243  18:16:57.279  -25:22:56.276  2455734.94164  None  None  None  None  45.426783  0.067394  14.8634  19.4309  16.50059
None  MOA-2011-BLG-0244  18:16:07.617  -21:24:08.370  2455735.126742  None  None  None  None  1.394777  4.725234  1.0034  15.3449  15.34121
None  MOA-2011-BLG-0245  18:02:30.609  -28:46:04.152  2455733.674132  None  None  None  None  4999.999935  0.000173  5780.3469  30.5185  21.11365
None  MOA-2011-BLG-0248  18:09:31.213  -25:14:09.528  2454560.376187  None  None  None  None  5000.000000  0.415482  2.5599  19.914  18.89343
None  MOA-2011-BLG-0250  18:18:52.345  -26:02:09.348  2455735.939312  None  None  None  None  1.006184  5.000000  1.0028  18.6141  18.61110
None  MOA-2011-BLG-0251  18:01:34.819  -27:24:21.020  2455736.076165  None  None  None  None  3.160995  0.000046  21739.1305  25.6318  14.78870
None  MOA-2011-BLG-0257  18:14:45.232  -27:03:24.196  2455867.760147  None  None  None  None  22.594843  4.484432  1.0041  17.518  17.51355
None  MOA-2011-BLG-0258  18:14:35.754  -26:27:31.151  2455430.775224  None  None  None  None  2.795221  0.128185  7.8492  18.3222  16.08511
None  MOA-2011-BLG-0259  18:12:15.772  -26:02:30.318  2455753.369117  None  None  None  None  37.702794  1.134997  1.2598  16.1312  15.88039
None  MOA-2011-BLG-0260  17:54:54.718  -34:36:12.341  2455734.034392  None  None  None  None  0.134352  4.941728  1.0029  17.1927  17.18957
None  MOA-2011-BLG-0261  17:59:24.054  -33:22:28.171  2455736.75879  None  None  None  None  4.367709  0.134185  7.5026  22.2386  20.05057
None  MOA-2011-BLG-0263  17:51:44.394  -30:01:28.621  2455739.51096  None  None  None  None  4999.999997  0.000133  7518.797  31.3528  21.66240
None  MOA-2011-BLG-0264  17:57:32.556  -28:54:32.051  2455743.671426  None  None  None  None  7.643749  1.153602  1.2505  20.8649  20.62213
None  MOA-2011-BLG-0265  17:44:29.296  -33:50:29.616  2455742.6499  None  None  None  None  46.054021  0.304583  3.3963  21.4442  20.11664
None  MOA-2011-BLG-0266  17:46:17.653  -34:16:45.775  2464495.81288  None  None  None  None  382.206522  0.012537  79.7686  22.8169  18.06234
None  MOA-2011-BLG-0268  18:06:08.648  -27:08:56.778  2455610.769471  None  None  None  None  74.981460  4.999727  1.0028  16.9619  16.95895
None  MOA-2011-BLG-0269  17:52:18.816  -31:41:49.682  2455157.399834  None  None  None  None  83.765206  5.000000  1.0028  16.8128  16.80979
None  MOA-2011-BLG-0271  17:54:05.317  -29:05:03.336  2455740.121266  None  None  None  None  1.685736  0.473542  2.2853  18.3432  17.44587
None  MOA-2011-BLG-0274  17:54:42.342  -28:54:59.260  2455741.997054  None  None  None  None  4992.980506  0.000004  250000.0  32.4487  18.9538
None  MOA-2011-BLG-0277  18:03:06.408  -27:56:10.338  2455742.29672  None  None  None  None  4941.464426  0.000184  5434.7827  30.5129  21.1749
None  MOA-2011-BLG-0278  17:54:11.325  -30:05:21.563  2455744.653779  None  None  None  None  17.225889  0.021807  45.865  23.8655  19.7118
None  MOA-2011-BLG-0281  17:48:09.659  -34:28:23.437  2456464.347977  None  None  None  None  5000.000000  0.000001  1000000.0  40.822  25.8220
None  MOA-2011-BLG-0282  18:03:27.644  -29:32:03.664  2455325.350517  None  None  None  None  33.090555  1.143667  1.2554  18.03  17.7830
None  MOA-2011-BLG-0285  18:11:10.886  -28:38:18.420  2455744.956634  None  None  None  None  0.834254  4.955726  1.0028  14.6799  14.6768
None  MOA-2011-BLG-0288  17:54:30.936  -29:21:14.872  2455734.010485  None  None  None  None  165.796965  0.063356  15.8076  13.5567  10.5595
None  MOA-2011-BLG-0291  17:55:28.295  -29:10:14.380  2455747.948575  None  None  None  None  51.404695  0.002978  335.797  26.0262  19.7110
None  MOA-2011-BLG-0292  17:57:46.629  -29:50:00.485  2455741.273559  None  None  None  None  61.874214  0.047799  20.9389  25.4999  22.1975
None  MOA-2011-BLG-0293  17:55:39.347  -28:28:36.646  2455747.529229  None  None  None  None  11.478690  0.004515  221.4856  25.54  19.6766
None  MOA-2011-BLG-0294  18:02:17.704  -29:10:52.615  2455746.949867  None  None  None  None  0.319953  0.288375  3.5749  101.3732  99.9900
None  MOA-2011-BLG-0295  18:09:38.202  -28:02:53.992  2454972.396185  None  None  None  None  78.175527  4.999964  1.0028  10.7522  10.7492
None  MOA-2011-BLG-0299  17:52:21.913  -34:34:16.302  2455759.440959  None  None  None  None  5000.000000  0.000122  8196.7214  26.1315  16.34742
None  MOA-2011-BLG-0308  18:11:34.916  -29:48:48.157  2455764.547904  None  None  None  None  11.900196  0.117844  8.5299  24.5685  22.24109
None  MOA-2011-BLG-0309  17:53:32.391  -29:31:48.004  2455765.972544  None  None  None  None  16.041984  0.088891  11.283  24.25  21.61891
None  MOA-2011-BLG-0311  17:56:11.252  -30:59:00.103  2455765.721321  None  None  None  None  23.665734  0.030612  32.6784  22.0677  18.28206
None  MOA-2011-BLG-0313  17:53:29.018  -28:54:23.641  2455766.649129  None  None  None  None  3.996879  0.179302  5.6442  22.4757  20.59667
None  MOA-2011-BLG-0314  17:54:54.019  -30:38:19.982  2454555.425922  None  None  None  None  5000.000000  0.557391  1.9967  20.8844  20.13362
None  MOA-2011-BLG-0318  18:01:10.362  -28:45:18.439  2455773.030293  None  None  None  None  1.831553  0.047705  20.98  24.5025  21.19797
None  MOA-2011-BLG-0321  18:04:07.355  -30:22:03.443  2455772.65998  None  None  None  None  5000.000000  0.000202  4950.4951  25.9944  16.75777
None  MOA-2011-BLG-0330  17:56:44.723  -34:53:39.350  2455774.491483  None  None  None  None  0.928272  4.999984  1.0028  22.0685  22.06556
None  MOA-2011-BLG-0341  17:51:12.890  -34:30:44.568  2455775.027936  None  None  None  None  0.727981  5.000000  1.0028  17.4658  17.46282
None  MOA-2011-BLG-0342  18:14:52.875  -28:48:47.225  2455774.27267  None  None  None  None  1.245840  4.999999  1.0028  17.412  17.40905
None  MOA-2011-BLG-0343  17:52:28.547  -29:20:58.042  2455773.739952  None  None  None  None  5.338780  0.221513  4.5971  18.66  17.00380
None  MOA-2011-BLG-0344  17:59:15.940  -30:55:59.081  2455772.771888  None  None  None  None  11.270515  0.320655  3.2376  23.1841  21.90853
None  MOA-2011-BLG-0345  18:05:59.911  -27:25:57.238  2455774.854405  None  None  None  None  0.319390  0.074964  13.3678  18.1542  15.33904
None  MOA-2011-BLG-0347  18:09:29.287  -26:27:29.272  2455848.681068  None  None  None  None  12.458281  3.643412  1.0087  21.0558  21.04641
None  MOA-2011-BLG-0350  18:01:31.004  -29:59:00.240  2455776.375591  None  None  None  None  3.999379  0.097705  10.2715  24.3198  21.79075
None  MOA-2011-BLG-0352  18:05:20.644  -27:26:30.541  2455776.903068  None  None  None  None  4996.286337  0.000008  125000.0  31.3951  18.65282
None  MOA-2011-BLG-0353  17:56:08.839  -31:29:35.815  2455778.198869  None  None  None  None  16.980838  0.041506  24.1085  22.3046  18.84922
None  MOA-2011-BLG-0355  18:01:50.115  -30:03:59.357  2455776.542869  None  None  None  None  0.544949  0.000001  1000000.0  36.6494  21.64936
None  MOA-2011-BLG-0356  17:51:21.042  -32:03:18.032  2455699.067514  None  None  None  None  361.727673  0.003898  256.5433  22.7227  16.69979
None  MOA-2011-BLG-0357  18:09:50.596  -26:41:55.374  2455776.809367  None  None  None  None  5.364158  0.073734  13.5899  22.5668  19.73372
None  MOA-2011-BLG-0359  18:15:44.704  -24:51:45.061  2455810.438179  None  None  None  None  533.295764  0.103183  9.7302  18.9987  16.52842
None  MOA-2011-BLG-0360  17:53:28.249  -31:47:25.051  2455780.784593  None  None  None  None  0.010302  4.996946  1.0028  20.8658  20.86279
None  MOA-2011-BLG-0362  18:06:50.952  -31:01:47.014  2455784.698997  None  None  None  None  9.002184  0.102494  9.7951  19.4125  16.93500
None  MOA-2011-BLG-0364  17:55:18.982  -32:53:39.930  2455499.605813  None  None  None  None  835.355909  0.123268  8.1586  22.1011  19.82209
None  MOA-2011-BLG-0366  18:01:19.256  -28:38:57.534  2455700.867612  None  None  None  None  410.776606  0.070683  14.1742  17.5558  14.67706
None  MOA-2011-BLG-0367  17:58:34.500  -29:00:04.705  2455787.140894  None  None  None  None  5.315533  0.106136  9.4616  23.8883  21.44843
None  MOA-2011-BLG-0369  17:54:56.406  -29:44:59.021  2455793.072895  None  None  None  None  4999.998123  0.000069  14492.7536  28.503  18.10011
None  MOA-2011-BLG-0377  17:56:00.150  -34:04:18.545  2455795.830535  None  None  None  None  6.575116  0.161647  6.2468  20.4927  18.50352
None  MOA-2011-BLG-0380  17:47:29.444  -34:07:52.550  2455792.875021  None  None  None  None  4999.999784  0.000261  3831.4177  27.4209  18.46251
None  MOA-2011-BLG-0383  18:08:40.482  -31:42:11.117  2455796.099361  None  None  None  None  0.272833  4.936021  1.0029  18.779  18.77582
None  MOA-2011-BLG-0384  17:54:30.340  -28:39:16.250  2455802.354303  None  None  None  None  14.647053  0.008004  124.9405  21.9676  16.72585
None  MOA-2011-BLG-0388  17:57:04.406  -28:45:37.418  2455801.4584  None  None  None  None  6.9969  0.0009  1120.8915  None  18.6427
None  MOA-2011-BLG-0391  17:56:09.463  -31:35:47.058  2455801.838289  None  None  None  None  47.416063  0.005903  169.4076  20.458  14.88570
None  MOA-2011-BLG-0392  17:59:58.054  -27:59:37.086  2455797.280283  None  None  None  None  21.889558  5.000000  1.0028  18.6688  18.66578
None  MOA-2011-BLG-0393  18:02:01.639  -27:08:23.748  2455803.5679  None  None  None  None  17.961445  0.001948  513.3478  28.5282  21.75216
None  MOA-2011-BLG-0394  18:08:52.067  -27:23:44.531  2455803.126076  None  None  None  None  5.308084  0.022382  44.6872  25.4146  21.28919
None  MOA-2011-BLG-0395  18:04:59.284  -27:02:22.200  2455809.120339  None  None  None  None  11.309446  0.190142  5.3303  22.9834  21.16653
None  MOA-2011-BLG-0398  17:51:03.396  -30:46:22.490  2455802.752897  None  None  None  None  3.029459  0.216873  4.6919  17.2497  15.57131
