1.000000000000000000e+00 1.863216794395333054e+01 1.914952071895521801e-02
1.012692307692307780e+00 1.865279328846484930e+01 1.933227559435225090e-02
1.025384615384615561e+00 1.865951195356512216e+01 1.939218343907883613e-02
1.038076923076923341e+00 1.866199101520417258e+01 1.941433516911139634e-02
1.050769230769231122e+00 1.866501632752155260e+01 1.944140222310765040e-02
1.063461538461538902e+00 1.865377801563150229e+01 1.934104445276728021e-02
1.076153846153846683e+00 1.866896938211697332e+01 1.947682653701651723e-02
1.088846153846154463e+00 1.865428274234619721e+01 1.934554051561397300e-02
1.101538461538462244e+00 1.868831942354408326e+01 1.965116058760774109e-02
1.114230769230770024e+00 1.862558984835513698e+01 1.909159837471862201e-02
1.126923076923077804e+00 1.867042379095265403e+01 1.948987609597932491e-02
1.139615384615385585e+00 1.866575785606092808e+01 1.944804233343384176e-02
1.152307692307693365e+00 1.862730031228112537e+01 1.910664270817270458e-02
1.165000000000001146e+00 1.865916097026483556e+01 1.938904926040984841e-02
1.177692307692308926e+00 1.866153833693073238e+01 1.941028836119297260e-02
1.190384615384616707e+00 1.864711728815365532e+01 1.928180904670289200e-02
1.203076923076924487e+00 1.865627859225440233e+01 1.936332961786672163e-02
1.215769230769232268e+00 1.866605461785718489e+01 1.945070035954672011e-02
1.228461538461540048e+00 1.864614346941515421e+01 1.927316386330374734e-02
1.241153846153847828e+00 1.867132748167735912e+01 1.949798878744347236e-02
1.253846153846155609e+00 1.866749646078246627e+01 1.946361978115196401e-02
1.266538461538463389e+00 1.867504668253788225e+01 1.953141268622869686e-02
1.279230769230771170e+00 1.866752743969350803e+01 1.946389745727816756e-02
1.291923076923078950e+00 1.868787011992718661e+01 1.964709494804227352e-02
1.304615384615386731e+00 1.868505972354008904e+01 1.962168343072506066e-02
1.317307692307694511e+00 1.865567255802096014e+01 1.935792627809140506e-02
1.330000000000002292e+00 1.867947223997564521e+01 1.957125916541762461e-02
2.000000000000000000e+00 1.863224872554714295e+01 1.915023311924723276e-02
2.012692307692307558e+00 1.863858192087210597e+01 1.920616714852625695e-02
2.025384615384615117e+00 1.866809825014614432e+01 1.946901456420252127e-02
2.038076923076922675e+00 1.867306163373232408e+01 1.951356622798690321e-02
2.050769230769230234e+00 1.867021724710303943e+01 1.948802236641845181e-02
2.063461538461537792e+00 1.866254011482804032e+01 1.941924508740123373e-02
2.076153846153845350e+00 1.866663043031180536e+01 1.945585881357744795e-02
2.088846153846152909e+00 1.867254346413016108e+01 1.950891034081686168e-02
2.101538461538460467e+00 1.867573504291713959e+01 1.953760515811953438e-02
2.114230769230768026e+00 1.866957213506437441e+01 1.948223362579357826e-02
2.126923076923075584e+00 1.865285900007936704e+01 1.933286062332040950e-02
2.139615384615383142e+00 1.863542718974569823e+01 1.917828454621868864e-02
2.152307692307690701e+00 1.866305609051413228e+01 1.942385995093574153e-02
2.164999999999998259e+00 1.864998752684697436e+01 1.930731247311436027e-02
2.177692307692305818e+00 1.866796903027427845e+01 1.946785603752572424e-02
2.190384615384613376e+00 1.865335705566402424e+01 1.933729537620656677e-02
2.203076923076920934e+00 1.862508985656494787e+01 1.908720294997051994e-02
2.215769230769228493e+00 1.864194517708490650e+01 1.923593741422038525e-02
2.228461538461536051e+00 1.865777422370578620e+01 1.937667097112613299e-02
2.241153846153843610e+00 1.865033939606332680e+01 1.931044131755059456e-02
2.253846153846151168e+00 1.866366365319917620e+01 1.942929537049533154e-02
2.266538461538458726e+00 1.868683263479871215e+01 1.963771020979454551e-02
2.279230769230766285e+00 1.866014649208684162e+01 1.939785096927813465e-02
2.291923076923073843e+00 1.866636685167779675e+01 1.945349735715458384e-02
2.304615384615381402e+00 1.864493872539669539e+01 1.926247397892077648e-02
2.317307692307688960e+00 1.865937639821797944e+01 1.939097290925646810e-02
2.329999999999996518e+00 1.867257615733217690e+01 1.950920406481053415e-02
3.000000000000000000e+00 1.862116890185494711e+01 1.905276892698152050e-02
3.012692307692307558e+00 1.870233077274664879e+01 1.977836897127225463e-02
3.025384615384615117e+00 1.863752749139091947e+01 1.919684322957248071e-02
3.038076923076922675e+00 1.869666007658069873e+01 1.972678609067698291e-02
3.050769230769230234e+00 1.866728793295309785e+01 1.946175076753106289e-02
3.063461538461537792e+00 1.862983602943428707e+01 1.912896734855038666e-02
3.076153846153845350e+00 1.867873218700701798e+01 1.956459028002112757e-02
3.088846153846152909e+00 1.865683339839463883e+01 1.936827753552362169e-02
3.101538461538460467e+00 1.868000272184895039e+01 1.957604092844956317e-02
3.114230769230768026e+00 1.867680652296809996e+01 1.954724807126382094e-02
3.126923076923075584e+00 1.869029961560485020e+01 1.966908889287001180e-02
3.139615384615383142e+00 1.867199719147465942e+01 1.950400314336823288e-02
3.152307692307690701e+00 1.862052113373188789e+01 1.904708617657261543e-02
3.164999999999998259e+00 1.864314262360989005e+01 1.924654789145518324e-02
3.177692307692305818e+00 1.868064867028087761e+01 1.958186508437463266e-02
3.190384615384613376e+00 1.870044303850055201e+01 1.976118243916507797e-02
3.203076923076920934e+00 1.868027439621443264e+01 1.957849025323814274e-02
3.215769230769228493e+00 1.865744828406530331e+01 1.937376273652179071e-02
3.228461538461536051e+00 1.867623335499748549e+01 1.954208918555108351e-02
3.241153846153843610e+00 1.865992563268764215e+01 1.939587812365152833e-02
3.253846153846151168e+00 1.864762287845964295e+01 1.928629900968379177e-02
3.266538461538458726e+00 1.863910322023225064e+01 1.921077847330927152e-02
3.279230769230766285e+00 1.863695838828015283e+01 1.919181274810881702e-02
3.291923076923073843e+00 1.864215716161931624e+01 1.923781536591066821e-02
3.304615384615381402e+00 1.866253958233916066e+01 1.941924032541082062e-02
3.317307692307688960e+00 1.867495250922867100e+01 1.953056565825164043e-02
3.329999999999996518e+00 1.867007200434734671e+01 1.948671891931962746e-02
4.000000000000000000e+00 1.865914409432234322e+01 1.938889857592158289e-02
4.012692307692307558e+00 1.865107024358351495e+01 1.931694168262242800e-02
4.025384615384615117e+00 1.866582677801753221e+01 1.944865961891993969e-02
4.038076923076922675e+00 1.866389303813730649e+01 1.943134790549560023e-02
4.050769230769230234e+00 1.867068594672078774e+01 1.949222919604616175e-02
4.063461538461537792e+00 1.867666150560604876e+01 1.954594269170389573e-02
4.076153846153845350e+00 1.866626913283646516e+01 1.945262194633155112e-02
4.088846153846152909e+00 1.863212327142331048e+01 1.914912677025201043e-02
4.101538461538460467e+00 1.865364976867931901e+01 1.933990220626824463e-02
4.114230769230768026e+00 1.864338458152650446e+01 1.924869257174943379e-02
4.126923076923075584e+00 1.867827079994049910e+01 1.956043370407376664e-02
4.139615384615383142e+00 1.865354277441185360e+01 1.933894930091139761e-02
4.152307692307690701e+00 1.863998438716911465e+01 1.921857564255693637e-02
4.164999999999998259e+00 1.869077741804729698e+01 1.967341727977079194e-02
4.177692307692305818e+00 1.867308568976621430e+01 1.951378240462750893e-02
4.190384615384613376e+00 1.867507989332249707e+01 1.953171140450732715e-02
4.203076923076920934e+00 1.867284543030078225e+01 1.951162344946462748e-02
4.215769230769228493e+00 1.869381235832799959e+01 1.970093289115597626e-02
4.228461538461536051e+00 1.865964429879827691e+01 1.939336537500321173e-02
4.241153846153843610e+00 1.869330698131295776e+01 1.969634833364351453e-02
4.253846153846151168e+00 1.864796836069546870e+01 1.928936771262958552e-02
4.266538461538458726e+00 1.864120925771064918e+01 1.922941939425427613e-02
4.279230769230766285e+00 1.866367189588182640e+01 1.942936912221285978e-02
4.291923076923073843e+00 1.866341449199790148e+01 1.942706612326798934e-02
4.304615384615381402e+00 1.865472670177280889e+01 1.934949613258335130e-02
4.317307692307688960e+00 1.867323391469343363e+01 1.951511446285907753e-02
4.329999999999996518e+00 1.868378052701913106e+01 1.961012786252031015e-02
5.000000000000000000e+00 1.864130800643077635e+01 1.923029388094936107e-02
5.012692307692307558e+00 1.865244947430393552e+01 1.932921491353664992e-02
5.025384615384615117e+00 1.868072526486486495e+01 1.958255580982710964e-02
5.038076923076922675e+00 1.866459602072992041e+01 1.943763953996636637e-02
5.050769230769230234e+00 1.867865863938794746e+01 1.956392763993462097e-02
5.063461538461537792e+00 1.863162206205799265e+01 1.914470736613389443e-02
5.076153846153845350e+00 1.862590677073569623e+01 1.909438496152220111e-02
5.088846153846152909e+00 1.868529643588985323e+01 1.962382250831100003e-02
5.101538461538460467e+00 1.864626996084280108e+01 1.927428658584369112e-02
5.114230769230768026e+00 1.863654778317920702e+01 1.918818409909542333e-02
5.126923076923075584e+00 1.864464516852178022e+01 1.925987010081584364e-02
5.139615384615383142e+00 1.866863069024392985e+01 1.947378890761435055e-02
5.152307692307690701e+00 1.863997864587785358e+01 1.921852482943398749e-02
5.164999999999998259e+00 1.864834855411151437e+01 1.929274529763638085e-02
5.177692307692305818e+00 1.862477571130660081e+01 1.908444181859856800e-02
5.190384615384613376e+00 1.872066610525943275e+01 1.994607928549049433e-02
5.203076923076920934e+00 1.863901941149811847e+01 1.921003704092953332e-02
5.215769230769228493e+00 1.863659188220667318e+01 1.918857378346175077e-02
5.228461538461536051e+00 1.867423926257532329e+01 1.952415165868821509e-02
5.241153846153843610e+00 1.869660290769643041e+01 1.972626674559995949e-02
5.253846153846151168e+00 1.865841009001638895e+01 1.938234581938233850e-02
5.266538461538458726e+00 1.869012702147811922e+01 1.966752560599733385e-02
5.279230769230766285e+00 1.869409260198208500e+01 1.970347559797519174e-02
5.291923076923073843e+00 1.863260862457701350e+01 1.915340733480436208e-02
5.304615384615381402e+00 1.862105042190899340e+01 1.905172939756333630e-02
5.317307692307688960e+00 1.866225987922262419e+01 1.941673913211326707e-02
5.329999999999996518e+00 1.868850008454660383e+01 1.965279558239042129e-02
6.000000000000000000e+00 1.867479076070834765e+01 1.952911092070572924e-02
6.012692307692307558e+00 1.867305011904647927e+01 1.951346275350197834e-02
